customer_code,Sub_Type_V2,revenue
SEVE7746,ELCB,64
SEVE7746,FST,5410.4
SEVE7746,GEN,66.9
SEVE7746,GFNG,141.18
SEVE7746,MLBK,153.6
SEVE7746,MLK9,1616
SEVE7746,NGGF,187.6
SEVE7746,NGUN,96
SEVE7746,PC,319.02
SEVE7746,PSF,165.3
SEVE7746,SA,21
SEVE7746,SAW.1,356
SEVE7746,SBL,406
SEVE7746,SF,66
SEVE7746,SSL,612
SEVE7746,TM,151.8
SEVE7746,TREQ,88.2
SEVE7746,TURF,378.21
SEVE7746,UTE,175.2
SEVE7746,WBHD,228.4
SEVE7746,WTRB,171
SGMF8462,CPHP,151.92
SGMF8462,DLV,218.19
SGMF8462,EXFA,350.42
SGMF8462,HCPE,2088.91
SGMF8462,HTP,125
SGMF8462,HTQ,6.25
SGMF8462,HYCY,35.56
SGMF8462,KB,4575
SGMF8462,LHC,2393.51
SGMF8462,MILD,202.02
SGMF8462,PHD,862.93
SGMF8462,PUSU,279.16
SGMF8462,SBB,5.33
SGMF8462,SBL,349.49
SGMF8462,SL.1,23012.56
SGMF8462,TIR,3393.98
SGMF8462,TM,1128.55
SGMF8462,TPB,193.57
SGMF8462,TQW,150
SGMF8462,TRFU,1642.3
SGMF8462,WDMA,122.02
SHAN6001,ABL,865.8
SHAN6001,AOBR,8317.56
SHAN6001,AOCH,210.48
SHAN6001,APS,725.68
SHAN6001,BRDR,1536.33
SHAN6001,BRSC,82.82
SHAN6001,CDS,312.2
SHAN6001,CHS,1290
SHAN6001,CHSW,62.99
SHAN6001,CMPR,14948.41
SHAN6001,CMWR,151.57
SHAN6001,CMXR,86.1
SHAN6001,CNBF,34.12
SHAN6001,CNR,1639.68
SHAN6001,CTM,154.08
SHAN6001,DRLC,29.4
SHAN6001,DSAW.1,9178.32
SHAN6001,DUNI,2670.27
SHAN6001,ELCB,50.24
SHAN6001,EXFA,112.41
SHAN6001,GAA,92.3
SHAN6001,GDK,131.6
SHAN6001,GEN,2888.35
SHAN6001,GEN.1,3850.27
SHAN6001,GRAG,176.87
SHAN6001,LPL,464.26
SHAN6001,LT,11054.9
SHAN6001,MILD,160.07
SHAN6001,MLTC,47.4
SHAN6001,NGA,98.28
SHAN6001,PC,3996.9
SHAN6001,PLNR,238.7
SHAN6001,PULG,10320.42
SHAN6001,PUSL,27346.13
SHAN6001,PUSM,3096.84
SHAN6001,PUSU,1072.03
SHAN6001,RCD,552.3
SHAN6001,RCS,1443.18
SHAN6001,RSDD,1050.66
SHAN6001,RSSD,4151.18
SHAN6001,RTP,2592.74
SHAN6001,SCIR,277.29
SHAN6001,SSC,1624.5
SHAN6001,SSRG,81.2
SHAN6001,SWJS,27.96
SHAN6001,TEL,1874.04
SHAN6001,TPB,67.06
SHAN6001,TPG,752
SHAN6001,TRTI,14172
SHAN6001,UTE,2572.5
SHAN6001,VBFX,1026
SHAN6001,VCCL,52.25
SHAN6001,VCWD,187.89
SHAN6001,VSPP,1341.5
SHAN6001,WDMA,324.66
SHAN6001,WLDR,51.18
SHAN6001,WSTE,600
SHAN6001,WTRB,2559.55
Shar6011,ABL,569.94
Shar6011,CMPR,8844.7
Shar6011,CPHP,749.98
Shar6011,DRMB,389.88
Shar6011,DUNI,56.85
Shar6011,EXTL,2723.64
Shar6011,FTRA,943.84
Shar6011,GPC,1355.17
Shar6011,GTR,150
Shar6011,HCPE,920.14
Shar6011,HDC,542.31
Shar6011,KB,35698.85
Shar6011,LHC,568.88
Shar6011,LT,42461.34
Shar6011,PBS,3932.1
Shar6011,PUSM,58.55
Shar6011,RCS,375.75
Shar6011,SBB,38.8
Shar6011,SBL,9706.62
Shar6011,SPHE,200
Shar6011,TEL,19228
Shar6011,TPB,961.66
Shar6011,WSTE,420
Shar6011,WTRB,170.51
Shar6011,WTRT,141.3
SHAR9616,CNR,1285.41
SHAR9616,KB,17720
SHAR9616,LT,168
SHAR9616,PBS,4818
SHAR9616,SB,3360
SHAR9616,SBL,670
SHAR9616,SL.1,39712
SHAR9616,SSC,5105.99
SHAR9616,TW,1620
SHAR9616,VM ,2753.25
SHAR9616,VMH,1618.59
SHEA9549,ABL,1440
SHEA9549,AOBR,4833.15
SHEA9549,AOCH,95.82
SHEA9549,BBQ,40
SHEA9549,BRDR,7213.94
SHEA9549,CDS,4150.36
SHEA9549,CDST,47.61
SHEA9549,CFG,165.8
SHEA9549,CMPR,1645.16
SHEA9549,CMWR,451.88
SHEA9549,CTM,1387.49
SHEA9549,DLV,538.2
SHEA9549,DRLC,2457.29
SHEA9549,DRLH,117.17
SHEA9549,DSAW.1,11653.98
SHEA9549,DUNI,6236.42
SHEA9549,GEN,900.77
SHEA9549,GEN.1,4433.85
SHEA9549,GL7,461.36
SHEA9549,GRAG,217.19
SHEA9549,GRNB,196.84
SHEA9549,HTGN,27.23
SHEA9549,IWR,2158.63
SHEA9549,LBLW,1453.75
SHEA9549,LPL,535.22
SHEA9549,MILD,359.64
SHEA9549,MLBK,83.5
SHEA9549,NGA,1000.95
SHEA9549,PC,137.4
SHEA9549,PHD,352.8
SHEA9549,PTB,3477.53
SHEA9549,PULG,540
SHEA9549,PUSM,7089.82
SHEA9549,PUSU,431.51
SHEA9549,RCS,5438.21
SHEA9549,RPSD,7016.69
SHEA9549,RSAW,695.91
SHEA9549,RSDD,6764.32
SHEA9549,RTP,1195.92
SHEA9549,SAWH,112.44
SHEA9549,SCBR,954.03
SHEA9549,SCIR,425.43
SHEA9549,TAL,330.6
SHEA9549,TLI,7304
SHEA9549,TPB,8419.35
SHEA9549,TRTI,171.11
SHEA9549,VBFX,7706.47
SHEA9549,VCWD,1319.63
SHEA9549,VSPP,53.66
SHEA9549,WHPR,279.35
SHEA9549,WSTE,800
SHEA9549,WTRB,641.12
SHEA9549,WTRT,125
SHEA9549,YDS,449.5
SILO2166,BRDR,445.45
SILO2166,CMPR,486.46
SILO2166,CPHP,303.84
SILO2166,DSAW.1,325.8
SILO2166,E.1.1,235.15
SILO2166,EB,82.42
SILO2166,FJC,168.08
SILO2166,GEN,585.47
SILO2166,KB,1093.25
SILO2166,LT,363.64
SILO2166,MILD,798
SILO2166,MLBK,67.88
SILO2166,MLPD,135.76
SILO2166,PHD,102.63
SILO2166,SBL,2693.1
SILO2166,TM,9095.57
SILO2166,TREQ,164.84
SILO2166,VSPP,416.96
SILV8985,AOBR,3652.77
SILV8985,AOCH,106.46
SILV8985,ASC,620.58
SILV8985,BRDR,1206.59
SILV8985,CDS,2812.2
SILV8985,CMPR,10700.05
SILV8985,CMPR.1.1.1,3000
SILV8985,CMXR,333.6
SILV8985,CNR,100.8
SILV8985,DSAW.1,103.43
SILV8985,E.1,1992.72
SILV8985,ELCB,480.06
SILV8985,EXFA,180.72
SILV8985,FKT,1333.31
SILV8985,GEN,260.3
SILV8985,GEN.1,678.8
SILV8985,LMWR,152.73
SILV8985,LT,390
SILV8985,MILD,751.54
SILV8985,MNFD,374.4
SILV8985,NGA,223.02
SILV8985,PLTT,1243.62
SILV8985,PUSM,4981.08
SILV8985,PUSU,59.8
SILV8985,RBB,297.12
SILV8985,RVBT,973.44
SILV8985,SAW.1,901.8
SILV8985,SCBR,460.62
SILV8985,SL.1,1401.06
SILV8985,SSRG,90
SILV8985,TRBC,62.22
SILV8985,TRTI,2851.16
SILV8985,VCWD,1361.7
SILV8985,WTRB,1038.74
SIMM3638,ABL,3624
SIMM3638,AOBR,110.95
SIMM3638,BRDR,3786.68
SIMM3638,CHS,177.76
SIMM3638,CHSW,293.3
SIMM3638,CMPR,864.8
SIMM3638,CNR,698.4
SIMM3638,CSET,50.4
SIMM3638,DG7,3184.78
SIMM3638,DRLC,54.6
SIMM3638,DSAW.1,3066.5
SIMM3638,DUNI,2441.03
SIMM3638,E.1,18447
SIMM3638,EA,402.37
SIMM3638,EXFA,69.58
SIMM3638,GEN,2261.08
SIMM3638,GEN.1,73.06
SIMM3638,GRAG,417.84
SIMM3638,LPL,569.7
SIMM3638,MSB,4000
SIMM3638,NGA,561.34
SIMM3638,OXYS,768.12
SIMM3638,PC,4506.28
SIMM3638,PRK,74.18
SIMM3638,PUSL,4444.98
SIMM3638,PUSM,3194.67
SIMM3638,PUSU,165.68
SIMM3638,RBB,1047.6
SIMM3638,RCS,7798.37
SIMM3638,RP,304.64
SIMM3638,RPSD,12206.68
SIMM3638,RSDD,10427.54
SIMM3638,RSSD,14872.47
SIMM3638,RTP,9675.39
SIMM3638,SA,113.3
SIMM3638,SCIR,114.65
SIMM3638,SF,80
SIMM3638,TPB,785.56
SIMM3638,TRFU,93.54
SIMM3638,TRTI,2544.66
SIMM3638,UTE,240
SIMM3638,VCWD,360
SIMM3638,VSPP,726.51
SIMM3638,WBHD,27.45
SIMM3638,WLDR,143.5
SIMM3638,WSTE,3322
SIMM3638,WTRB,262.1
simp6008,AOBR,122.83
simp6008,BRDR,159.24
simp6008,CMPR,198.79
simp6008,CNR,9977.46
simp6008,DSAW.1,137.37
simp6008,EXFA,662.19
simp6008,GEN,1078.38
simp6008,PBS,6632.72
simp6008,PFAN,831.04
simp6008,SL.1,3820.66
simp6008,TM,694.77
simp6008,VCWD,1346.13
SIMS6005,CMPR,165
SIMS6005,CVY,2929.2
SIMS6005,E.1,3600
SIMS6005,EG,400
SIMS6005,FKT,880
SIMS6005,GEN.1,21015.14
SIMS6005,JIB,266.64
SIMS6005,KB,8259.15
SIMS6005,LT,22133.28
SIMS6005,PBS,5745.39
SIMS6005,PC,71.11
SIMS6005,SL.1,2740.6
SIMS6005,SSL,15734.48
SIMS6005,SSRG,68.69
SIMS6005,TM,248.08
SIMS6005,VCWD,4847.16
SIMS6005,WDMA,2806.26
sita6001,BH,762.57
sita6001,CMLN,222.6
sita6001,CMPR,9290.53
sita6001,FKT,179.01
sita6001,GDK,5186.8
sita6001,GEN.1,903.9
sita6001,GEN.1.1,3060.7
sita6001,KB,14555
sita6001,MSB,495.88
sita6001,PTHT,53
sita6001,PUSL,2275.82
sita6001,PUSU,44.1
sita6001,RRC,4875
sita6001,RSDD,1386.59
sita6001,SBL,789.98
sita6001,SL.1,9013.26
sita6001,STGR,283.17
sita6001,TLI,15600
sita6001,TM,102.18
sita6001,TRPA,540
sita6001,TTEL,2160
sita6001,VCWD,39.22
sita6001,WHBT,160
sita6001,WTRB,167.48
SJEL0357,AIRC,144.9
SJEL0357,BRDR,96.4
SJEL0357,CDS,340.58
SJEL0357,CNR,3647.5
SJEL0357,CPW,252.51
SJEL0357,EA,22.98
SJEL0357,EF,41.25
SJEL0357,FKT,100
SJEL0357,FST,225
SJEL0357,GEN.1.1,6081.82
SJEL0357,GEN.1.1.1,1050
SJEL0357,KB,1650
SJEL0357,LNYD,496.16
SJEL0357,PBS,1286.95
SJEL0357,SA,93.82
SJEL0357,SF,20
SJEL0357,SL.1,18051.76
SJEL0357,TRFU,169.55
SJEL0357,TW,410.88
SJEL0357,VCCL,35
SJEL0357,VCWD,95.78
SJEL0357,VM ,240
SJEL0357,WDMA,429.9
SJEL0357,WLCS,167.2
SJEL0357,YDS,44.39
SJHI1000,BRDR,534.25
SJHI1000,CDS,338.13
SJHI1000,CHSW,36.73
SJHI1000,CMWR,360
SJHI1000,CPTD,224.19
SJHI1000,DSAW.1,806.46
SJHI1000,DUNI,961.44
SJHI1000,EXFA,42
SJHI1000,GEN,3783.94
SJHI1000,GEN.1,1333.23
SJHI1000,LPL,60
SJHI1000,MCFA,42
SJHI1000,MILD,486.2
SJHI1000,MLBK,138.6
SJHI1000,PC,78.44
SJHI1000,PUSM,961.44
SJHI1000,PUSU,641.24
SJHI1000,SA,36.03
SJHI1000,SL.1,1257.6
SJHI1000,SWRA,112.64
SJHI1000,TM,137.8
SJHI1000,TPB,1988.78
SJHI1000,VCCL,77.55
SJHI1000,VCWD,436.92
SJHI1000,WLCS,174
SJHI1000,WTRB,1056.54
SKYW2575,ABL,990
SKYW2575,CNR,165
SKYW2575,COOL,156
SKYW2575,E.1,1650
SKYW2575,EMV,1260
SKYW2575,PULG,38144.44
SKYW2575,STSD,3926.67
SKYW2575,TPB,2920.5
SKYW2575,VBSX,46.06
SKYW2575,WTRB,184.24
SLST1006,CDS,6046.23
SLST1006,CDVP,178.62
SLST1006,CMPR,8443.43
SLST1006,CNR,176
SLST1006,KB,4657.84
SLST1006,SCBR,73
SLST1006,SL.1,1235.52
SLST1006,SPHE,660.21
SLST1006,TRFB,3189.12
SLST1006,VCWD,1634.04
SMIT5900,AOBR,782.21
SMIT5900,ASC,310.29
SMIT5900,CMPR,8696.17
SMIT5900,CNR,585
SMIT5900,DRMB,298.17
SMIT5900,ESC,3438.96
SMIT5900,GEN.1,1689.8
SMIT5900,GPC,100.2
SMIT5900,HCPE,68.69
SMIT5900,JIB,504.18
SMIT5900,KB,1562.88
SMIT5900,LT,1125
SMIT5900,OXYS,1936.78
SMIT5900,PRK,2459.75
SMIT5900,PUSL,18994.56
SMIT5900,PUSM,867.87
SMIT5900,SBL,3502.3
SMIT5900,SL.1,3806.52
SMIT5900,STGP,3708.9
SMIT5900,TEL,5000
SMIT5900,TIR,1971.8
SMIT5900,TPB,1367.15
SMIT5900,VBFX,96.16
SMIT5900,VBSX,95.35
SMIT5900,VCWD,3994.32
SMIT5900,WDMA,7573.25
SMIT5900,WRFE,1985.48
SNOW6001,ABO,31.98
SNOW6001,AIRC,189.42
SNOW6001,CDS,283.81
SNOW6001,CMPR,1380.45
SNOW6001,CNR,1540
SNOW6001,KB,14322.77
SNOW6001,MSB,20284.16
SNOW6001,PBS,10388.9
SNOW6001,RFG,27.06
SNOW6001,RSDD,1603.58
SNOW6001,RTP,1840.02
SNOW6001,SBL,478.21
SNOW6001,TPB,3367.65
SNOW6001,WWB,6981.16
SNOW9588,ABL,6283.2
SNOW9588,ABO,6
SNOW9588,AIRC,36
SNOW9588,KB,10911.19
SNOW9588,LT,1878.75
SNOW9588,NOLT,2660
SNOW9588,PBS,305.04
SNOW9588,RFG,17.04
SNOW9588,RSSD,6578.25
SNOW9588,WSTE,5263.36
SOIL3170,DSAW.1,104.36
SOIL3170,E.1,9682.65
SOIL3170,E.1.1,8772.42
SOIL3170,EG,1305.09
SOIL3170,GA,30613.35
SOIL3170,GEN.1,2520
SOIL3170,MEB,37.2
SOIL3170,MILD,266.66
SOIL3170,PC,316.5
SOIL3170,RCD,203.64
SOIL3170,RCS,4313.4
SOIL3170,RPSD,6176.94
SOIL3170,RSDD,415.76
SOIL3170,RSSD,5308.1
SOIL3170,SSL,596.23
SOIL3170,TPB,1059.32
SOUT6058,BRDR,178.18
SOUT6058,DSAW.1,244.36
SOUT6058,FAR,1399.71
SOUT6058,GEN.1,690.9
SOUT6058,KB,11280.6
SOUT6058,LT,480.8
SOUT6058,PBS,606.06
SOUT6058,PTB,175.75
SOUT6058,TPB,2705.97
SOUT6058,TRBC,45.25
SPOR6002,ABL,910
SPOR6002,BRDR,70.3
SPOR6002,CMPR.1.1,40
SPOR6002,DSAW.1,843.33
SPOR6002,E.1.1,2862.64
SPOR6002,FKT,15426.39
SPOR6002,FST,2605.36
SPOR6002,GEN,739.31
SPOR6002,GEN.1,10174.99
SPOR6002,LBLW,444.25
SPOR6002,PC,511.65
SPOR6002,RPSD,791
SPOR6002,RSDD,9084.61
SPOR6002,SAFL,113.13
SPOR6002,SFLE,78.38
SPOR6002,SL.1,95
SPOR6002,SMPB,433.89
SPOR6002,SSAD,472.75
SPOR6002,SSL,5541.47
SPOR6002,SSPF,37.17
SPOR6002,SSRT,437.17
SPOR6002,SST.1,7001.12
SPOR6002,TEL,3955.33
SPOR6002,TRTI,1229.88
SPOR6002,WBHD,128.1
SPOR6002,WDMA,1229.15
SPOR6002,WHPR,42
SPOR6002,WSTE,650
SPOR6002,WTRB,427.65
SPOT2144,CFG,198.65
SPOT2144,CPTD,1873.72
SPOT2144,DUNI,140.7
SPOT2144,EA,66
SPOT2144,EXFA,48
SPOT2144,FKT,481.87
SPOT2144,GEN,39.96
SPOT2144,GEN.1,5669.82
SPOT2144,GEN.1.1,3174.08
SPOT2144,KB,26815.08
SPOT2144,MLBK,63.11
SPOT2144,MLK9,281.92
SPOT2144,PBS,1215.82
SPOT2144,PC,48.1
SPOT2144,PHD,140
SPOT2144,PUSM,109.2
SPOT2144,PUSU,3391.09
SPOT2144,SA,109.08
SPOT2144,SBL,7615.91
SPOT2144,SF,55
SPOT2144,SL.1,9467.74
SPOT2144,SSL,1772.79
SPOT2144,STGR,158.06
SPOT2144,TM,3904.08
SPOT2144,TRBC,45.01
SPOT2144,TRFU,394.08
SPOT2144,TW,20906.01
SPOT2144,VBFX,21.09
SPOT2144,VCWD,161.14
SPOT2144,VMH,85.72
SPOT2179,DBL,1368
SPOT2179,EXFA,27.3
SPOT2179,FST,105
SPOT2179,GEN.1,2134.08
SPOT2179,KB,1836.8
SPOT2179,SBL,624.24
SPOT2179,SL.1,1691.3
SPOT2179,TM,476.28
SPOT2179,TREQ,35.73
SPOT2179,TRTI,1031.94
SPOT2179,TW,179.4
SPOT2179,VCWD,288.6
SPOT6003,CHSW,104.99
SPOT6003,DSAW.1,128
SPOT6003,DUNI,28.14
SPOT6003,EXFA,96
SPOT6003,GEN,80
SPOT6003,GEN.1,79.38
SPOT6003,KB,10064.05
SPOT6003,MILD,266.78
SPOT6003,MLCH,115.83
SPOT6003,PHD,36.58
SPOT6003,SA,13.65
SPOT6003,SBL,1532.42
SPOT6003,SL.1,11363.02
SPOT6003,SSL,544.32
SPOT6003,SSRG,168.2
SPOT6003,TM,549.28
SPOT6003,TRBC,1085.06
SPOT6003,TREQ,105.93
SPOT6003,TRFU,919.1
SPOT6003,TURF,65
SPOT6003,TW,6517.81
SPOT6003,VBFX,21.09
Spri1024,CHS,1462.72
Spri1024,CMPR.1.1,295.76
Spri1024,CSET,298.8
Spri1024,DG7,988.3
Spri1024,DSAW.1,3948.3
Spri1024,DUNI,644.66
Spri1024,GDK,140.97
Spri1024,GEN,998.68
Spri1024,GEN.1,1373.7
Spri1024,LFTG,1868.54
Spri1024,PC,74.67
Spri1024,PRK,1918.08
Spri1024,PUSL,13139.87
Spri1024,PUSM,899.76
Spri1024,PUSU,999.86
Spri1024,RSDD,1008.61
Spri1024,THEO,102.35
Spri1024,TPG,8128.92
Spri1024,WTRB,557.6
STAB1000,DUNI,114.1
STAB1000,GEN,95.15
STAB1000,GEN.1,3626.49
STAB1000,LT,46823.84
STAB1000,MSB,49294.84
STAB1000,PC,50.21
STAB1000,PUSM,614.3
STAB1000,RMTP,8389.5
STAB1000,RPSD,1297.4
STAB1000,RSDD,12892.93
STAB1000,RSSD,10602.15
STAB1000,SL.1,598.5
STAB1000,TPB,1364.21
STAB1000,WHPR,102.5
STAR1008,BRDR,1434.74
STAR1008,CBKE,349.42
STAR1008,CNR,1465
STAR1008,CPW,7191.66
STAR1008,DSAW.1,87.49
STAR1008,EA,14.4
STAR1008,FST,244.66
STAR1008,GEN,575.71
STAR1008,GEN.1,21428.73
STAR1008,GRAG,36.78
STAR1008,KB,4408.06
STAR1008,LT,8738.28
STAR1008,P&C,1108.8
STAR1008,PBS,5777.98
STAR1008,PC,1246.01
STAR1008,RCS,79.15
STAR1008,RFRC,2430.76
STAR1008,SA,521.4
STAR1008,SB,376
STAR1008,SL.1,14931.7
STAR1008,TM,1044.28
STAR1008,TPB,86.22
STAR1008,TW,400
STAR1008,VCWD,1062.15
STAR1008,VMH,113.69
STAR1008,WDMA,114.36
STAR1008,WLCS,5563.84
STEP1043,BRDR,582.68
STEP1043,CFG,513.78
STEP1043,CNR,1132.4
STEP1043,CPH,24.77
STEP1043,DSAW.1,481.8
STEP1043,DUNI,3951.99
STEP1043,E.1.1,20715.21
STEP1043,EXFA,1177
STEP1043,FAR,1886.72
STEP1043,GEN,113.74
STEP1043,GEN.1,397.64
STEP1043,HH.1,186.24
STEP1043,KB,1294.58
STEP1043,LT,289.04
STEP1043,MILD,171.25
STEP1043,PC,158.55
STEP1043,PFFT,2242.8
STEP1043,PUSM,3126.65
STEP1043,PUSU,3623.08
STEP1043,RSDD,7197.2
STEP1043,RTP,8490.08
STEP1043,SBL,329
STEP1043,SL.1,1220.34
STEP1043,SPHE,427.67
STEP1043,SSPF,1606.28
STEP1043,TEL,800
STEP1043,TM,2320.28
STEP1043,TPB,1638
STEP1043,TW,488.04
STEP1043,VCWD,10639.86
STEP1043,WL,21894.3
STEP1043,WTRB,1879.26
STEP3141,CHB,137.3
STEP3141,CHS,2736
STEP3141,CNR,737.15
STEP3141,CTM,104.59
STEP3141,DUNI,75.36
STEP3141,EA,128.5
STEP3141,GEN,798.89
STEP3141,GEN.1,607.85
STEP3141,LPL,32.77
STEP3141,MSB,4917.4
STEP3141,PBS,2464.41
STEP3141,PHD,274.4
STEP3141,PULG,504
STEP3141,PUSL,8048.14
STEP3141,PUSM,24.67
STEP3141,PUSU,132.55
STEP3141,RCS,61.26
STEP3141,RP,1046.22
STEP3141,RSDD,2189.58
STEP3141,SBIN,1806.48
STEP3141,SDCV,54.45
STEP3141,SFLE,41.43
STEP3141,TPB,2930.66
STEP3141,TRSC,35.45
STEP3141,VBFX,131.43
STEP3141,VCWD,49.74
STHI7968,ABL,14227.2
STHI7968,ABO,83.2
STHI7968,BBQ,892.08
STHI7968,BRDR,1752.4
STHI7968,CMPR,882.42
STHI7968,CNR,608
STHI7968,DUNI,137.76
STHI7968,GEN,2368
STHI7968,GEN.1,23870.07
STHI7968,RBB,707.07
STHI7968,SSL,308
STHI7968,SSS,119.6
STHI7968,TBK,479.64
STHI7968,TPB,871.78
STHI7968,VBFX,171.52
STIR6005,ABL,1102
STIR6005,BRDR,195
STIR6005,CNR,304
STIR6005,DUNI,129.15
STIR6005,KB,240
STIR6005,MILD,611.64
STIR6005,PUSM,164.48
STIR6005,RPSD,7146.6
STIR6005,RSSD,1352.72
STIR6005,TPB,84.08
STRU6011,BRDR,11834.93
STRU6011,CHSW,1434.13
STRU6011,CML,200.4
STRU6011,CMPR,1854.86
STRU6011,DRMB,263.44
STRU6011,DSAW.1,4629.61
STRU6011,E.1.1,11151.7
STRU6011,GEN,1836.14
STRU6011,GRAG,369
STRU6011,LT,320.2
STRU6011,MCFA,444.4
STRU6011,PC,264.24
STRU6011,PLTT,57.37
STRU6011,PUSU,125.58
STRU6011,RCS,768.82
STRU6011,RSAW,4561.19
STRU6011,RSDD,615.76
STRU6011,SAW.1,762.8
STRU6011,SCBR,1630.04
STRU6011,SCRM,848.46
STRU6011,SL.1,7806.2
STRU6011,TM,711.58
STRU6011,TRTI,6051.52
STRU6011,VCWD,339.12
STRU6011,VM ,231.11
STRU6011,VSPP,416.96
STRU6011,WTRB,130.39
STRU7623,ABL,11727
STRU7623,AOBR,175.14
STRU7623,BRDR,4616.94
STRU7623,BRSC,123.02
STRU7623,CDS,1994.03
STRU7623,CFG,2428.7
STRU7623,CHSW,40.21
STRU7623,CMPR,566.16
STRU7623,CMPR.1.1,98.98
STRU7623,CNR,12807.8
STRU7623,COOL,331.1
STRU7623,CPTD,156.2
STRU7623,DLV,56
STRU7623,DRLH,300.15
STRU7623,DRMB,126
STRU7623,DSAW.1,968.56
STRU7623,EA,965.6
STRU7623,EF,131.85
STRU7623,EXFA,1054.26
STRU7623,GEN,4151.46
STRU7623,GEN.1,1573.73
STRU7623,KB,12270.6
STRU7623,LBLW,168.18
STRU7623,LT,612.72
STRU7623,MCFA,52
STRU7623,MILD,489.3
STRU7623,OXYS,537
STRU7623,PBS,10166.5
STRU7623,PC,158.55
STRU7623,PGK,37.92
STRU7623,PLTT,381.87
STRU7623,PUSU,1243.71
STRU7623,RCBC,264.94
STRU7623,RFG,136.71
STRU7623,SAW.1,1521.9
STRU7623,SCBR,538.38
STRU7623,SL.1,156.66
STRU7623,SSL,1574.49
STRU7623,TPB,2970
STRU7623,VCWD,4396.34
STRU7623,VSPP,117.08
STRU7623,WDMA,975.15
STRU7623,WHPR,47
STRU7623,WSTE,3894
STRU7623,WTRB,360.82
SYDN1014,KB,591.36
SYDN1014,LT,624
SYDN1014,MSB,11165
SYDN1014,PUSU,2622.36
SYDN1014,RSDD,3958.85
SYDN1014,RTRT,79.29
SYDN1014,SL.1,794.52
SYDN1014,TM,3481.01
SYDN1014,TRNC,330.75
SYDN1014,WDMA,127.03
SYNE9008,BRDR,257.04
SYNE9008,CDS,56.43
SYNE9008,CFG,185.12
SYNE9008,CHSW,86.16
SYNE9008,CMPR,235.96
SYNE9008,CNR,129.85
SYNE9008,CPTD,351.92
SYNE9008,DSAW.1,133.05
SYNE9008,GEN,293.99
SYNE9008,GEN.1,924
SYNE9008,GRAG,27.04
SYNE9008,MILD,219.48
SYNE9008,MLAG,81.12
SYNE9008,MLPD,35.2
SYNE9008,MLTC,98.3
SYNE9008,PC,3015.24
SYNE9008,PUSM,824
SYNE9008,PUSU,376.8
SYNE9008,RCS,117.61
SYNE9008,RP,130.7
SYNE9008,RPSD,5789.54
SYNE9008,RSDD,5155.99
SYNE9008,RSSD,17377.81
SYNE9008,RTP,2935.08
SYNE9008,TPB,754.4
SYNE9008,TREQ,64.88
SYNE9008,VCWD,39.45
SYNE9008,WBHD,10.51
SYNE9008,WTRB,178.74
TALI5556,ABL,2280
TALI5556,AOBR,443.9
TALI5556,BRDR,1775.28
TALI5556,CDS,858.35
TALI5556,CFG,74.65
TALI5556,CMPR,1081.04
TALI5556,CMWR,193.7
TALI5556,CNR,873.8
TALI5556,CSET,527.7
TALI5556,DRLH,68.72
TALI5556,DSAW.1,1175.96
TALI5556,DUNI,1258.77
TALI5556,E.1,9417.63
TALI5556,E.1.1,1000
TALI5556,GEN,634.36
TALI5556,GEN.1,2520
TALI5556,KB,610.14
TALI5556,LT,1318.06
TALI5556,OXYS,341.35
TALI5556,PC,786.56
TALI5556,PRK,808.1
TALI5556,PUSM,1441.94
TALI5556,PUSU,160
TALI5556,RBB,232.8
TALI5556,RCBC,479.49
TALI5556,RCS,611.72
TALI5556,RPSD,293.71
TALI5556,RSDD,1465.43
TALI5556,RTP,1212.14
TALI5556,SMPB,186.23
TALI5556,TBK,4819.5
TALI5556,TLI,1500
TALI5556,TLT,470
TALI5556,TPB,1152
TALI5556,TPG,780
TALI5556,TRFU,451.2
TALI5556,TRTI,1002.12
TALI5556,VBFX,319
TALI5556,WDMA,182.98
TALI5556,WSTE,3445
TALI5556,WTRB,183.28
tank0761,ASC,103.43
tank0761,BRDR,1099.04
tank0761,BUN,1370.56
tank0761,CMPR,3256.5
tank0761,CSET,1267.2
tank0761,DRLC,869.45
tank0761,EA,363.39
tank0761,FLO,92.93
tank0761,GDK,4003.89
tank0761,GEN,364.02
tank0761,GEN.1,3949.88
tank0761,GRAG,295.76
tank0761,KB,1251.56
tank0761,PRK,2534.08
tank0761,PUSU,296.1
tank0761,SL.1,533.32
tank0761,VCWD,149.34
tayl3965,AOBR,547.68
tayl3965,AOCH,490.04
tayl3965,BRDR,46.87
tayl3965,BRSC,74.34
tayl3965,CDS,1391.53
tayl3965,CHSW,88.27
tayl3965,CMPR,4858.04
tayl3965,DUNI,112.18
tayl3965,E.1.1,3203.75
tayl3965,FLO,64.5
tayl3965,GEN,1315.17
tayl3965,GEN.1,294
tayl3965,LPL,72.82
tayl3965,LT,3742.22
tayl3965,PUSM,108.52
tayl3965,RCS,117.17
tayl3965,RSDD,3271.16
tayl3965,TEL,3209.68
tayl3965,TPB,692.48
tayl3965,TRBC,124.44
tayl3965,WHE,63.33
tayl3965,WHPR,342.44
tayl3965,WL,743.75
TAYL9704,ABL,13575.79
TAYL9704,AOBR,352.8
TAYL9704,BRDR,813.82
TAYL9704,CHS,522.76
TAYL9704,CMPR,1020.44
TAYL9704,CNR,750.75
TAYL9704,CSK,76.65
